00389,63
00390,11
00393,30
00393,36
00394,7
00394,20
00394,23
00394,26
00394,43
00394,44
00398,7
00403,29
00403,50
00404,23
00404,44
00404,56
00404,72
00407,28
00407,47
00410,3
00410,6
00410,19
00410,41
00410,59
00410,65
00410,66
00413,21
00413,39
00416,25
00416,67
00416,80
00417,9
00417,14
00418,31
00418,54
00418,67
00420,3
00420,9
00420,22
00420,33
00420,52
00420,56
00426,7
00426,33
00426,41
00426,58
00429,2
00429,57
00430,0
00430,40
00430,47
00437,18
00437,78
00439,59
00439,62
00439,67
00441,6
00441,34
00441,54
00441,56
00441,65
00441,80
00442,57
00442,62
00443,17
00447,13
00447,19
00447,28
00447,45
00447,52
00448,2
00448,7
00448,11
00448,20
00448,38
00454,56
00454,63
00458,35
00458,44
00459,13
00459,31
00459,41
00459,59
00463,17
00477,3
00477,14
00477,21
00477,45
00477,54
00477,75
00478,8
00478,20
00478,22
00478,30
00478,31
00478,43
00481,15
00481,33
00482,31
00482,35
00482,45
00483,5
00483,49
00483,58
00487,23
00487,28
00492,0
00492,43
00492,52
00492,63
00492,64
00492,71
00496,20
00496,46
00498,23
00498,40
00499,5
00499,32
00499,66
00505,2
00505,22
00505,25
00505,53
00506,32
00506,41
00506,42
00509,19
00509,45
00509,56
00509,66
00510,41
00510,53
00510,65
00510,72
00515,29
00515,48
00516,22
00516,34
00516,56
00517,0
00517,44
00518,3
00518,7
00518,11
00518,18
00518,27
00518,52
00525,0
00525,43
00525,44
00525,52
00526,16
00526,50
00526,57
00530,1
00530,21
00533,6
00533,32
00533,40
00534,15
00534,28
00534,45
00541,1
00541,2
00541,6
00541,32
00541,64
00541,71
00542,36
00542,43
00542,44
00542,56
00542,58
00542,67
00542,73
00543,3
00543,41
00543,74
00551,7
00551,17
00551,43
00551,50
00553,20
00553,21
00553,38
00556,18
00556,19
00556,64
00569,14
00569,28
00574,30
00574,42
00574,61
00575,18
00575,24
00575,34
00575,69
00577,6
00577,8
00577,30
00577,80
00579,13
00579,20
00579,29
00579,44
00579,62
00581,20
00581,61
00581,62
00582,23
00582,45
00582,66
00584,7
00584,19
00584,23
00584,30
00584,46
00586,21
00587,13
00587,17
00587,23
00588,30
00588,52
00589,39
00590,5
00590,50
00597,9
00597,24
00597,30
00600,27
00600,28
00600,35
00604,29
00604,34
00605,14
00605,53
00608,2
00608,21
00608,56
00609,27
00615,0
00615,18
00615,24
00615,25
00615,46
00616,4
00616,13
00616,18
00616,42
00616,48
00616,50
00616,64
00618,27
00618,43
00618,66
00618,73
00621,21
00621,32
00624,84
00626,44
00626,73
00627,59
00630,8
00630,25
00630,50
00630,53
00630,54
00630,55
00631,21
00631,26
00632,4
00632,25
00632,28
00632,36
00632,52
00632,56
00636,27
00636,34
00636,41
00638,3
00638,32
00638,64
00649,5
00649,8
00649,61
00650,51
00650,55
00653,13
00653,56
00654,51
00654,63
00660,3
00665,1
00665,34
00665,48
00667,75
00672,16
00672,50
00672,68
00673,3
00673,8
00673,24
00673,45
00673,47
00679,3
00679,6
00679,11
00679,20
00679,43
00679,63
00685,6
00685,15
00685,55
00689,8
00689,13
00689,21
00689,29
00689,39
00697,2
00697,30
00699,24
00699,29
00699,31
00699,57
00702,31
00702,73
00703,41
00703,54
00706,8
00706,41
00706,45
00706,47
00707,11
00707,50
00707,52
00707,56
00707,68
00711,4
00711,19
00712,31
00712,39
00712,61
00712,62
00712,72
00714,2
00714,4
00714,8
00714,58
00719,59
00719,75
00721,27
00721,38
00726,2
00726,11
00726,19
00726,30
00727,47
00727,52
00728,3
00728,9
00728,17
00728,36
00728,62
00728,66
00728,75
00731,0
00731,45
00732,11
00732,14
00732,52
00736,12
00736,22
00736,30
00736,31
00736,36
00736,52
00736,53
00736,56
00740,41
00740,47
00740,53
00744,1
00744,41
00744,62
00745,18
00745,20
00745,34
00747,10
00747,35
00747,42
00751,2
00751,33
00751,44
00753,15
00755,15
00755,64
00757,19
00757,46
00757,60
00757,68
00758,9
00758,12
00758,34
00758,63
00760,25
00760,49
00762,9
00762,12
00762,33
00762,37
00762,65
00765,8
00765,18
00765,41
00773,7
00773,25
00773,41
00774,5
00774,27
00775,61
00775,70
00781,15
00781,18
00781,45
00781,52
00781,66
00785,13
00785,24
00785,30
00785,31
00787,43
00787,51
00789,15
00789,21
00789,25
00789,31
00789,40
00789,53
00790,69
00795,11
00797,42
00797,46
00797,85
00802,7
00802,42
00802,65
00805,16
00805,21
00805,39
00805,41
00805,42
00805,62
00805,65
00806,6
00806,16
00806,44
00813,51
00814,32
00814,59
00818,33
00818,45
00821,3
00821,41
00821,67
00821,80
00821,81
00821,85
00822,0
00822,6
00822,51
00826,34
00826,36
00826,40
00826,41
00826,46
00829,27
00829,31
00829,35
00829,40
00831,3
00831,18
00831,35
00831,57
00831,66
00834,4
00834,32
00834,34
00835,5
00835,10
00835,57
00835,59
00835,60
00838,28
00838,68
00839,24
00839,54
00839,63
00843,1
00843,55
00843,58
00849,22
00851,47
00859,5
00859,12
00859,24
00859,26
00859,43
00863,25
00868,23
00868,34
00868,46
00870,2
00870,24
00870,38
00870,45
00870,56
00876,30
00878,15
00878,39
00878,49
00879,11
00879,40
00880,8
00880,35
00880,54
00885,15
00885,52
00886,2
00886,44
00887,1
00887,25
00887,59
00887,66
00889,0
00889,4
00889,21
00889,29
00889,52
00890,9
00890,22
00890,72
00891,2
00891,12
00891,31
00891,38
00892,54
00899,7
00899,25
00899,28
00903,8
00903,11
00903,13
00903,18
00903,23
00903,47
00903,52
00906,10
00906,13
00906,16
00906,29
00906,32
00906,63
00907,20
00907,24
00907,39
00907,52
00908,10
00908,12
00908,20
00908,46
00909,26
00909,31
00909,35
00911,27
00911,60
00912,13
00912,40
00916,10
00916,31
00916,51
00921,1
00921,14
00921,35
00921,81
00925,21
00925,41
00925,43
00930,56
00931,11
00931,38
00931,39
00932,9
00932,15
00932,24
00932,39
00932,45
00936,2
00936,6
00937,11
00937,46
00938,32
00938,58
00940,15
00940,23
00940,34
00940,37
00940,47
00940,65
00943,49
00943,67
00944,14
00945,3
00945,4
00945,31
00945,35
00945,41
00947,43
00947,49
00948,15
00948,18
00948,19
00948,47
00948,59
00953,5
00953,10
00955,16
00959,58
00959,69
00966,14
00969,14
00969,18
00969,19
00969,22
00969,29
00971,0
00971,43
00971,46
00981,8
00983,13
00983,32
00983,50
00987,7
00987,13
00987,24
00989,10
00989,12
00989,28
00989,51
00989,59
00993,19
00993,65
